Date,Month,Year,Volume_Million,Value_Crore,Month Name,Quarter,Day,Week,Weekday,Day Number,Day Type,Financial Year
2025-12-17,12,2025,695.798,86431.01,December,4,17,51,Wednesday,2,Weekday,2025-2026
2025-12-18,12,2025,687.288,87159.49,December,4,18,51,Thursday,3,Weekday,2025-2026
2025-12-19,12,2025,683.396,79987.96,December,4,19,51,Friday,4,Weekday,2025-2026
2025-12-20,12,2025,695.801,84002.35,December,4,20,51,Saturday,5,Weekend,2025-2026
2025-12-21,12,2025,686.27,67104.1,December,4,21,51,Sunday,6,Weekend,2025-2026
2025-12-22,12,2025,685.316,87815.07,December,4,22,52,Monday,0,Weekday,2025-2026
2025-12-23,12,2025,681.769,84893.75,December,4,23,52,Tuesday,1,Weekday,2025-2026
2025-12-24,12,2025,703.948,88007.46,December,4,24,52,Wednesday,2,Weekday,2025-2026
2025-12-25,12,2025,665.887,72641.65,December,4,25,52,Thursday,3,Weekday,2025-2026
2025-12-26,12,2025,669.838,82519.49,December,4,26,52,Friday,4,Weekday,2025-2026
2025-12-27,12,2025,668.261,77154.95,December,4,27,52,Saturday,5,Weekend,2025-2026
2025-12-28,12,2025,663.379,64095.38,December,4,28,52,Sunday,6,Weekend,2025-2026
2025-12-29,12,2025,674.062,89613.36,December,4,29,1,Monday,0,Weekday,2025-2026
2025-12-30,12,2025,680.15,92522.84,December,4,30,1,Tuesday,1,Weekday,2025-2026
2025-12-31,12,2025,767.939,112266.25,December,4,31,1,Wednesday,2,Weekday,2025-2026
2026-01-01,1,2026,731.33,97973.88,January,1,1,1,Thursday,3,Weekday,2025-2026
2026-01-02,1,2026,741.92,111666.3,January,1,2,1,Friday,4,Weekday,2025-2026
2026-01-03,1,2026,722.63,104168.76,January,1,3,1,Saturday,5,Weekend,2025-2026
2026-01-04,1,2026,718.8,88995.71,January,1,4,1,Sunday,6,Weekend,2025-2026
2026-01-05,1,2026,726.19,112669.2,January,1,5,2,Monday,0,Weekday,2025-2026
2026-01-06,1,2026,703.83,101079.76,January,1,6,2,Tuesday,1,Weekday,2025-2026
2026-01-07,1,2026,719.17,102912.23,January,1,7,2,Wednesday,2,Weekday,2025-2026
2026-01-08,1,2026,714.02,99947.31,January,1,8,2,Thursday,3,Weekday,2025-2026
2026-01-09,1,2026,717.19,98968.86,January,1,9,2,Friday,4,Weekday,2025-2026
2026-01-10,1,2026,723.32,94813.91,January,1,10,2,Saturday,5,Weekend,2025-2026
2026-01-11,1,2026,713.06,75929.99,January,1,11,2,Sunday,6,Weekend,2025-2026
2026-01-12,1,2026,721.64,101749.38,January,1,12,3,Monday,0,Weekday,2025-2026
2026-01-13,1,2026,735.89,99183.09,January,1,13,3,Tuesday,1,Weekday,2025-2026
2026-01-14,1,2026,709.52,87279.23,January,1,14,3,Wednesday,2,Weekday,2025-2026
2026-01-15,1,2026,666.52,79204.83,January,1,15,3,Thursday,3,Weekday,2025-2026
2026-01-16,1,2026,675.31,82616.91,January,1,16,3,Friday,4,Weekday,2025-2026
2026-01-17,1,2026,684.4,81727.86,January,1,17,3,Saturday,5,Weekend,2025-2026
2026-01-18,1,2026,679.6,66253.55,January,1,18,3,Sunday,6,Weekend,2025-2026
2026-01-19,1,2026,695.28,93021.38,January,1,19,4,Monday,0,Weekday,2025-2026
2026-01-20,1,2026,681.76,93029.83,January,1,20,4,Tuesday,1,Weekday,2025-2026
2026-01-21,1,2026,702.91,94939.41,January,1,21,4,Wednesday,2,Weekday,2025-2026
2026-01-22,1,2026,696.78,89962.31,January,1,22,4,Thursday,3,Weekday,2025-2026
2026-01-23,1,2026,661.82,81271.05,January,1,23,4,Friday,4,Weekday,2025-2026
2026-01-24,1,2026,683.79,80392.72,January,1,24,4,Saturday,5,Weekend,2025-2026
2026-01-25,1,2026,672.66,66779.51,January,1,25,4,Sunday,6,Weekend,2025-2026
2026-01-26,1,2026,654.41,67965.97,January,1,26,5,Monday,0,Weekday,2025-2026
2026-01-27,1,2026,667.9,84612.25,January,1,27,5,Tuesday,1,Weekday,2025-2026
2026-01-28,1,2026,679.23,89735.29,January,1,28,5,Wednesday,2,Weekday,2025-2026
2026-01-29,1,2026,675.63,93285.24,January,1,29,5,Thursday,3,Weekday,2025-2026
2026-01-30,1,2026,700.73,103462.71,January,1,30,5,Friday,4,Weekday,2025-2026
2026-01-31,1,2026,726.22,107882.83,January,1,31,5,Saturday,5,Weekend,2025-2026
2026-02-01,2,2026,742.56,100563.68,February,1,1,5,Sunday,6,Weekend,2025-2026
2026-02-02,2,2026,771.9,125303.02,February,1,2,6,Monday,0,Weekday,2025-2026
2026-02-03,2,2026,741.66,113333.7,February,1,3,6,Tuesday,1,Weekday,2025-2026
2026-02-04,2,2026,744.87,113302.09,February,1,4,6,Wednesday,2,Weekday,2025-2026
2026-02-05,2,2026,741.6,108594.54,February,1,5,6,Thursday,3,Weekday,2025-2026
2026-02-06,2,2026,732.46,99784.03,February,1,6,6,Friday,4,Weekday,2025-2026
2026-02-07,2,2026,750.86,100733.21,February,1,7,6,Saturday,5,Weekend,2025-2026
2026-02-08,2,2026,743.84,82029.34,February,1,8,6,Sunday,6,Weekend,2025-2026
2026-02-09,2,2026,748.8,107887.66,February,1,9,7,Monday,0,Weekday,2025-2026
2026-02-10,2,2026,724.28,103218.18,February,1,10,7,Tuesday,1,Weekday,2025-2026
2026-02-11,2,2026,748.99,102584.3,February,1,11,7,Wednesday,2,Weekday,2025-2026
2026-02-12,2,2026,720.22,95358.6,February,1,12,7,Thursday,3,Weekday,2025-2026
2026-02-13,2,2026,742.92,96235.21,February,1,13,7,Friday,4,Weekday,2025-2026
2026-02-14,2,2026,761.77,90455.12,February,1,14,7,Saturday,5,Weekend,2025-2026
2026-02-15,2,2026,715.5,70326.94,February,1,15,7,Sunday,6,Weekend,2025-2026
2026-02-16,2,2026,723.55,95510.43,February,1,16,8,Monday,0,Weekday,2025-2026
2026-02-17,2,2026,722.08,92544.1,February,1,17,8,Tuesday,1,Weekday,2025-2026
2026-02-18,2,2026,725.76,91606.75,February,1,18,8,Wednesday,2,Weekday,2025-2026
2026-02-19,2,2026,699.41,86947.5,February,1,19,8,Thursday,3,Weekday,2025-2026
2026-02-20,2,2026,701.0,86258.07,February,1,20,8,Friday,4,Weekday,2025-2026
2026-02-21,2,2026,697.99,84256.35,February,1,21,8,Saturday,5,Weekend,2025-2026
2026-02-22,2,2026,703.05,68821.03,February,1,22,8,Sunday,6,Weekend,2025-2026
2026-02-23,2,2026,700.41,89725.14,February,1,23,9,Monday,0,Weekday,2025-2026
2026-02-24,2,2026,698.34,87436.1,February,1,24,9,Tuesday,1,Weekday,2025-2026
2026-02-25,2,2026,709.85,90237.78,February,1,25,9,Wednesday,2,Weekday,2025-2026
2026-02-26,2,2026,695.71,88166.29,February,1,26,9,Thursday,3,Weekday,2025-2026
2026-02-27,2,2026,731.17,105320.93,February,1,27,9,Friday,4,Weekday,2025-2026
2026-02-28,2,2026,753.65,107689.21,February,1,28,9,Saturday,5,Weekend,2025-2026
2026-03-01,3,2026,755.42,97525.53,March,1,1,9,Sunday,6,Weekend,2025-2026
2026-03-02,3,2026,801.56,131735.46,March,1,2,10,Monday,0,Weekday,2025-2026
2026-03-03,3,2026,740.94,98434.71,March,1,3,10,Tuesday,1,Weekday,2025-2026
2026-03-04,3,2026,687.48,90761.63,March,1,4,10,Wednesday,2,Weekday,2025-2026
2026-03-05,3,2026,739.59,107158.79,March,1,5,10,Thursday,3,Weekday,2025-2026
2026-03-06,3,2026,740.54,103910.72,March,1,6,10,Friday,4,Weekday,2025-2026
2026-03-07,3,2026,759.97,105378.62,March,1,7,10,Saturday,5,Weekend,2025-2026
2026-03-08,3,2026,738.42,81073.89,March,1,8,10,Sunday,6,Weekend,2025-2026
2026-03-09,3,2026,753.62,112655.96,March,1,9,11,Monday,0,Weekday,2025-2026
2026-03-10,3,2026,756.31,109885.32,March,1,10,11,Tuesday,1,Weekday,2025-2026
2026-03-11,3,2026,752.83,104165.98,March,1,11,11,Wednesday,2,Weekday,2025-2026
2026-03-12,3,2026,741.18,99749.33,March,1,12,11,Thursday,3,Weekday,2025-2026
2026-03-13,3,2026,740.85,96563.24,March,1,13,11,Friday,4,Weekday,2025-2026
2026-03-14,3,2026,746.42,92196.0,March,1,14,11,Saturday,5,Weekend,2025-2026
2026-03-15,3,2026,732.01,77673.68,March,1,15,11,Sunday,6,Weekend,2025-2026
2026-03-16,3,2026,734.16,100286.48,March,1,16,12,Monday,0,Weekday,2025-2026
2026-03-17,3,2026,731.99,96510.62,March,1,17,12,Tuesday,1,Weekday,2025-2026
2026-03-18,3,2026,749.59,95489.75,March,1,18,12,Wednesday,2,Weekday,2025-2026
2026-03-19,3,2026,712.31,87386.11,March,1,19,12,Thursday,3,Weekday,2025-2026
2026-03-20,3,2026,728.99,91930.06,March,1,20,12,Friday,4,Weekday,2025-2026
2026-03-21,3,2026,675.32,73441.55,March,1,21,12,Saturday,5,Weekend,2025-2026
2026-03-22,3,2026,687.87,66078.72,March,1,22,12,Sunday,6,Weekend,2025-2026
2026-03-23,3,2026,712.13,95601.77,March,1,23,13,Monday,0,Weekday,2025-2026
2026-03-24,3,2026,708.69,91609.73,March,1,24,13,Tuesday,1,Weekday,2025-2026
2026-03-25,3,2026,725.88,96046.1,March,1,25,13,Wednesday,2,Weekday,2025-2026
2026-03-26,3,2026,710.87,87058.06,March,1,26,13,Thursday,3,Weekday,2025-2026
2026-03-27,3,2026,697.93,86786.3,March,1,27,13,Friday,4,Weekday,2025-2026
2026-03-28,3,2026,715.64,85443.62,March,1,28,13,Saturday,5,Weekend,2025-2026
2026-03-29,3,2026,706.75,71210.24,March,1,29,13,Sunday,6,Weekend,2025-2026
2026-03-30,3,2026,725.99,109254.3,March,1,30,14,Monday,0,Weekday,2025-2026
2026-03-31,3,2026,729.89,109539.76,March,1,31,14,Tuesday,1,Weekday,2025-2026
2026-04-01,4,2026,739.016,105071.07,April,2,1,14,Wednesday,2,Weekday,2026-2027
2026-04-02,4,2026,783.7439999999999,125111.99,April,2,2,14,Thursday,3,Weekday,2026-2027
2026-04-03,4,2026,748.177,101165.26,April,2,3,14,Friday,4,Weekday,2026-2027
2026-04-04,4,2026,775.272,111899.57,April,2,4,14,Saturday,5,Weekend,2026-2027
2026-04-05,4,2026,757.981,88194.87,April,2,5,14,Sunday,6,Weekend,2026-2027
2026-04-06,4,2026,757.55,111242.92,April,2,6,15,Monday,0,Weekday,2026-2027
2026-04-07,4,2026,744.8109999999999,107032.89,April,2,7,15,Tuesday,1,Weekday,2026-2027
2026-04-08,4,2026,769.764,109088.26,April,2,8,15,Wednesday,2,Weekday,2026-2027
2026-04-09,4,2026,759.8489999999999,105437.82,April,2,9,15,Thursday,3,Weekday,2026-2027
2026-04-10,4,2026,780.678,107022.99,April,2,10,15,Friday,4,Weekday,2026-2027
2026-04-11,4,2026,770.014,96157.79,April,2,11,15,Saturday,5,Weekend,2026-2027
2026-04-12,4,2026,757.518,77982.2,April,2,12,15,Sunday,6,Weekend,2026-2027
2026-04-13,4,2026,775.589,104205.51,April,2,13,16,Monday,0,Weekday,2026-2027
2026-04-14,4,2026,739.729,87362.63,April,2,14,16,Tuesday,1,Weekday,2026-2027
2026-04-15,4,2026,761.7479999999999,98877.82,April,2,15,16,Wednesday,2,Weekday,2026-2027
2026-04-16,4,2026,744.362,96594.6,April,2,16,16,Thursday,3,Weekday,2026-2027
2026-04-17,4,2026,748.0060000000001,91887.9,April,2,17,16,Friday,4,Weekday,2026-2027
2026-04-18,4,2026,755.521,93482.06,April,2,18,16,Saturday,5,Weekend,2026-2027
2026-04-19,4,2026,738.892,79012.63,April,2,19,16,Sunday,6,Weekend,2026-2027
2026-04-20,4,2026,738.02,101417.94,April,2,20,17,Monday,0,Weekday,2026-2027
2026-04-21,4,2026,719.462,91391.57,April,2,21,17,Tuesday,1,Weekday,2026-2027
2026-04-22,4,2026,729.4,91205.61,April,2,22,17,Wednesday,2,Weekday,2026-2027
2026-04-23,4,2026,706.9399999999999,85193.86,April,2,23,17,Thursday,3,Weekday,2026-2027
2026-04-24,4,2026,728.375,89131.2,April,2,24,17,Friday,4,Weekday,2026-2027
2026-04-25,4,2026,729.1800000000001,85213.1,April,2,25,17,Saturday,5,Weekend,2026-2027
2026-04-26,4,2026,708.25,69044.68,April,2,26,17,Sunday,6,Weekend,2026-2027
2026-04-27,4,2026,719.896,93068.62,April,2,27,18,Monday,0,Weekday,2026-2027
2026-04-28,4,2026,712.47,90032.0,April,2,28,18,Tuesday,1,Weekday,2026-2027
2026-04-29,4,2026,701.909,91198.31,April,2,29,18,Wednesday,2,Weekday,2026-2027
2026-04-30,4,2026,744.674,119260.38,April,2,30,18,Thursday,3,Weekday,2026-2027
2026-05-01,5,2026,767.91,111281.22,May,2,1,18,Friday,4,Weekday,2026-2027
2026-05-02,5,2026,800.11,121709.67,May,2,2,18,Saturday,5,Weekend,2026-2027
2026-05-03,5,2026,767.82,93284.63,May,2,3,18,Sunday,6,Weekend,2026-2027
2026-05-04,5,2026,740.78,113658.32,May,2,4,19,Monday,0,Weekday,2026-2027
2026-05-05,5,2026,763.22,115017.52,May,2,5,19,Tuesday,1,Weekday,2026-2027
2026-05-06,5,2026,761.51,108562.67,May,2,6,19,Wednesday,2,Weekday,2026-2027
2026-05-07,5,2026,760.52,107677.31,May,2,7,19,Thursday,3,Weekday,2026-2027
2026-05-08,5,2026,771.73,104769.32,May,2,8,19,Friday,4,Weekday,2026-2027
2026-05-09,5,2026,767.53,100137.12,May,2,9,19,Saturday,5,Weekend,2026-2027
2026-05-10,5,2026,769.24,85290.49,May,2,10,19,Sunday,6,Weekend,2026-2027
2026-05-11,5,2026,773.15,109868.94,May,2,11,20,Monday,0,Weekday,2026-2027
2026-05-12,5,2026,766.24,104647.39,May,2,12,20,Tuesday,1,Weekday,2026-2027
2026-05-13,5,2026,756.59,99435.44,May,2,13,20,Wednesday,2,Weekday,2026-2027
2026-05-14,5,2026,747.98,96746.53,May,2,14,20,Thursday,3,Weekday,2026-2027
2026-05-15,5,2026,768.22,96584.68,May,2,15,20,Friday,4,Weekday,2026-2027
2026-05-16,5,2026,757.97,90908.18,May,2,16,20,Saturday,5,Weekend,2026-2027
2026-05-17,5,2026,745.63,75206.21,May,2,17,20,Sunday,6,Weekend,2026-2027
2026-05-18,5,2026,743.61,96202.81,May,2,18,21,Monday,0,Weekday,2026-2027
2026-05-19,5,2026,737.77,92099.95,May,2,19,21,Tuesday,1,Weekday,2026-2027
2026-05-20,5,2026,747.58,95243.83,May,2,20,21,Wednesday,2,Weekday,2026-2027
2026-05-21,5,2026,718.01,88774.26,May,2,21,21,Thursday,3,Weekday,2026-2027
2026-05-22,5,2026,740.5,89437.89,May,2,22,21,Friday,4,Weekday,2026-2027
2026-05-23,5,2026,730.59,84137.96,May,2,23,21,Saturday,5,Weekend,2026-2027
2026-05-24,5,2026,724.19,70488.01,May,2,24,21,Sunday,6,Weekend,2026-2027
2026-05-25,5,2026,737.75,96626.32,May,2,25,22,Monday,0,Weekday,2026-2027
2026-05-26,5,2026,729.01,92990.6,May,2,26,22,Tuesday,1,Weekday,2026-2027
2026-05-27,5,2026,751.99,95677.9,May,2,27,22,Wednesday,2,Weekday,2026-2027
2026-05-28,5,2026,673.5,73215.31,May,2,28,22,Thursday,3,Weekday,2026-2027
2026-05-29,5,2026,707.57,94811.1,May,2,29,22,Friday,4,Weekday,2026-2027
2026-05-30,5,2026,735.94,101509.14,May,2,30,22,Saturday,5,Weekend,2026-2027
2026-05-31,5,2026,737.79,84423.46,May,2,31,22,Sunday,6,Weekend,2026-2027
2026-06-01,6,2026,784.73,126017.27,June,2,1,23,Monday,0,Weekday,2026-2027
2026-06-02,6,2026,795.56,121338.4,June,2,2,23,Tuesday,1,Weekday,2026-2027
2026-06-03,6,2026,785.13,115092.87,June,2,3,23,Wednesday,2,Weekday,2026-2027
2026-06-04,6,2026,764.08,111592.07,June,2,4,23,Thursday,3,Weekday,2026-2027
2026-06-05,6,2026,776.48,108318.08,June,2,5,23,Friday,4,Weekday,2026-2027
2026-06-06,6,2026,775.38,103888.84,June,2,6,23,Saturday,5,Weekend,2026-2027
2026-06-07,6,2026,773.73,83853.82,June,2,7,23,Sunday,6,Weekend,2026-2027
2026-06-08,6,2026,763.17,106344.92,June,2,8,24,Monday,0,Weekday,2026-2027
2026-06-09,6,2026,771.53,107514.2,June,2,9,24,Tuesday,1,Weekday,2026-2027
2026-06-10,6,2026,791.63,110285.66,June,2,10,24,Wednesday,2,Weekday,2026-2027
2026-06-11,6,2026,765.4,102421.42,June,2,11,24,Thursday,3,Weekday,2026-2027
2026-06-12,6,2026,770.99,96505.61,June,2,12,24,Friday,4,Weekday,2026-2027
2026-06-13,6,2026,761.05,89190.81,June,2,13,24,Saturday,5,Weekend,2026-2027
2026-06-14,6,2026,762.82,76045.15,June,2,14,24,Sunday,6,Weekend,2026-2027
2026-06-15,6,2026,770.58,100667.03,June,2,15,25,Monday,0,Weekday,2026-2027
2026-06-16,6,2026,760.1,95816.46,June,2,16,25,Tuesday,1,Weekday,2026-2027
2026-06-17,6,2026,759.66,93717.69,June,2,17,25,Wednesday,2,Weekday,2026-2027
2026-06-18,6,2026,740.86,90299.09,June,2,18,25,Thursday,3,Weekday,2026-2027
2026-06-19,6,2026,737.27,87612.81,June,2,19,25,Friday,4,Weekday,2026-2027
2026-06-20,6,2026,755.63,90413.22,June,2,20,25,Saturday,5,Weekend,2026-2027
2026-06-21,6,2026,752.2,72494.69,June,2,21,25,Sunday,6,Weekend,2026-2027
2026-06-22,6,2026,741.41,91881.57,June,2,22,26,Monday,0,Weekday,2026-2027
2026-06-23,6,2026,726.04,88769.18,June,2,23,26,Tuesday,1,Weekday,2026-2027
2026-06-24,6,2026,737.42,88749.07,June,2,24,26,Wednesday,2,Weekday,2026-2027
2026-06-25,6,2026,736.47,91889.96,June,2,25,26,Thursday,3,Weekday,2026-2027
2026-06-26,6,2026,717.01,78222.5,June,2,26,26,Friday,4,Weekday,2026-2027
2026-06-27,6,2026,727.88,79907.0,June,2,27,26,Saturday,5,Weekend,2026-2027
2026-06-28,6,2026,727.63,67383.64,June,2,28,26,Sunday,6,Weekend,2026-2027
2026-06-29,6,2026,727.11,95436.83,June,2,29,27,Monday,0,Weekday,2026-2027
2026-06-30,6,2026,757.13,120468.8,June,2,30,27,Tuesday,1,Weekday,2026-2027
