Date,Month,Year,Volume_Million,Value_Crore,Month Name,Quarter,Day,Week,Weekday,Day Number,Day Type,Financial Year
2024-05-08,5,2024,474.136,74337.94,May,2,8,19,Wednesday,2,Weekday,2024-2025
2024-05-09,5,2024,471.116,74897.09,May,2,9,19,Thursday,3,Weekday,2024-2025
2024-05-10,5,2024,474.033,74820.95,May,2,10,19,Friday,4,Weekday,2024-2025
2024-05-11,5,2024,460.534,64156.46,May,2,11,19,Saturday,5,Weekend,2024-2025
2024-05-12,5,2024,456.544,51539.62,May,2,12,19,Sunday,6,Weekend,2024-2025
2024-05-13,5,2024,436.812,64193.58,May,2,13,20,Monday,0,Weekday,2024-2025
2024-05-14,5,2024,449.489,67457.42,May,2,14,20,Tuesday,1,Weekday,2024-2025
2024-05-15,5,2024,461.181,69211.71,May,2,15,20,Wednesday,2,Weekday,2024-2025
2024-05-16,5,2024,449.306,65655.99,May,2,16,20,Thursday,3,Weekday,2024-2025
2024-05-17,5,2024,446.652,61499.98,May,2,17,20,Friday,4,Weekday,2024-2025
2024-05-18,5,2024,447.537,60392.39,May,2,18,20,Saturday,5,Weekend,2024-2025
2024-05-19,5,2024,442.155,48699.88,May,2,19,20,Sunday,6,Weekend,2024-2025
2024-05-20,5,2024,435.916,62677.84,May,2,20,21,Monday,0,Weekday,2024-2025
2024-05-21,5,2024,442.981,63261.77,May,2,21,21,Tuesday,1,Weekday,2024-2025
2024-05-22,5,2024,448.522,62814.11,May,2,22,21,Wednesday,2,Weekday,2024-2025
2024-05-23,5,2024,432.157,59408.9,May,2,23,21,Thursday,3,Weekday,2024-2025
2024-05-24,5,2024,443.913,59932.38,May,2,24,21,Friday,4,Weekday,2024-2025
2024-05-25,5,2024,431.014,55032.22,May,2,25,21,Saturday,5,Weekend,2024-2025
2024-05-26,5,2024,438.771,45546.42,May,2,26,21,Sunday,6,Weekend,2024-2025
2024-05-27,5,2024,433.74,63592.61,May,2,27,22,Monday,0,Weekday,2024-2025
2024-05-28,5,2024,428.426,61125.12,May,2,28,22,Tuesday,1,Weekday,2024-2025
2024-05-29,5,2024,431.343,61874.15,May,2,29,22,Wednesday,2,Weekday,2024-2025
2024-05-30,5,2024,434.873,65193.76,May,2,30,22,Thursday,3,Weekday,2024-2025
2024-05-31,5,2024,459.158,77713.82,May,2,31,22,Friday,4,Weekday,2024-2025
2024-06-01,6,2024,478.457,80892.93,June,2,1,22,Saturday,5,Weekend,2024-2025
2024-06-02,6,2024,474.178,65177.53,June,2,2,22,Sunday,6,Weekend,2024-2025
2024-06-03,6,2024,479.128,84201.75,June,2,3,23,Monday,0,Weekday,2024-2025
2024-06-04,6,2024,447.445,81483.43,June,2,4,23,Tuesday,1,Weekday,2024-2025
2024-06-05,6,2024,478.602,82064.37,June,2,5,23,Wednesday,2,Weekday,2024-2025
2024-06-06,6,2024,457.999,73445.81,June,2,6,23,Thursday,3,Weekday,2024-2025
2024-06-07,6,2024,478.177,74690.75,June,2,7,23,Friday,4,Weekday,2024-2025
2024-06-08,6,2024,479.19,68922.47,June,2,8,23,Saturday,5,Weekend,2024-2025
2024-06-09,6,2024,471.092,56425.61,June,2,9,23,Sunday,6,Weekend,2024-2025
2024-06-10,6,2024,480.716,80323.86,June,2,10,24,Monday,0,Weekday,2024-2025
2024-06-11,6,2024,469.798,73866.64,June,2,11,24,Tuesday,1,Weekday,2024-2025
2024-06-12,6,2024,476.939,71385.73,June,2,12,24,Wednesday,2,Weekday,2024-2025
2024-06-13,6,2024,462.192,67638.55,June,2,13,24,Thursday,3,Weekday,2024-2025
2024-06-14,6,2024,470.568,66861.57,June,2,14,24,Friday,4,Weekday,2024-2025
2024-06-15,6,2024,477.718,68024.41,June,2,15,24,Saturday,5,Weekend,2024-2025
2024-06-16,6,2024,474.627,53975.8,June,2,16,24,Sunday,6,Weekend,2024-2025
2024-06-17,6,2024,431.59,51569.15,June,2,17,25,Monday,0,Weekday,2024-2025
2024-06-18,6,2024,440.462,61051.29,June,2,18,25,Tuesday,1,Weekday,2024-2025
2024-06-19,6,2024,460.256,64879.46,June,2,19,25,Wednesday,2,Weekday,2024-2025
2024-06-20,6,2024,454.325,65029.53,June,2,20,25,Thursday,3,Weekday,2024-2025
2024-06-21,6,2024,452.604,62337.03,June,2,21,25,Friday,4,Weekday,2024-2025
2024-06-22,6,2024,454.831,57274.09,June,2,22,25,Saturday,5,Weekend,2024-2025
2024-06-23,6,2024,445.305,46497.11,June,2,23,25,Sunday,6,Weekend,2024-2025
2024-06-24,6,2024,455.521,64748.05,June,2,24,26,Monday,0,Weekday,2024-2025
2024-06-25,6,2024,444.525,63353.78,June,2,25,26,Tuesday,1,Weekday,2024-2025
2024-06-26,6,2024,448.14,62349.06,June,2,26,26,Wednesday,2,Weekday,2024-2025
2024-06-27,6,2024,450.487,62009.24,June,2,27,26,Thursday,3,Weekday,2024-2025
2024-06-28,6,2024,452.752,66808.91,June,2,28,26,Friday,4,Weekday,2024-2025
2024-06-29,6,2024,475.543,70499.43,June,2,29,26,Saturday,5,Weekend,2024-2025
2024-06-30,6,2024,461.975,59293.86,June,2,30,26,Sunday,6,Weekend,2024-2025
2024-07-01,7,2024,491.891,87154.11,July,3,1,27,Monday,0,Weekday,2024-2025
2024-07-02,7,2024,501.623,83635.4,July,3,2,27,Tuesday,1,Weekday,2024-2025
2024-07-03,7,2024,484.559,78649.51,July,3,3,27,Wednesday,2,Weekday,2024-2025
2024-07-04,7,2024,482.122,78683.27,July,3,4,27,Thursday,3,Weekday,2024-2025
2024-07-05,7,2024,481.211,76238.49,July,3,5,27,Friday,4,Weekday,2024-2025
2024-07-06,7,2024,493.944,75111.32,July,3,6,27,Saturday,5,Weekend,2024-2025
2024-07-07,7,2024,482.996,59336.17,July,3,7,27,Sunday,6,Weekend,2024-2025
2024-07-08,7,2024,481.157,81314.51,July,3,8,28,Monday,0,Weekday,2024-2025
2024-07-09,7,2024,482.904,77115.53,July,3,9,28,Tuesday,1,Weekday,2024-2025
2024-07-10,7,2024,497.649,79215.04,July,3,10,28,Wednesday,2,Weekday,2024-2025
2024-07-11,7,2024,478.589,71809.73,July,3,11,28,Thursday,3,Weekday,2024-2025
2024-07-12,7,2024,467.407,66726.7,July,3,12,28,Friday,4,Weekday,2024-2025
2024-07-13,7,2024,462.291,59489.69,July,3,13,28,Saturday,5,Weekend,2024-2025
2024-07-14,7,2024,464.716,50682.42,July,3,14,28,Sunday,6,Weekend,2024-2025
2024-07-15,7,2024,470.23,71054.85,July,3,15,29,Monday,0,Weekday,2024-2025
2024-07-16,7,2024,464.167,66028.97,July,3,16,29,Tuesday,1,Weekday,2024-2025
2024-07-17,7,2024,450.927,55967.88,July,3,17,29,Wednesday,2,Weekday,2024-2025
2024-07-18,7,2024,454.715,62967.39,July,3,18,29,Thursday,3,Weekday,2024-2025
2024-07-19,7,2024,457.798,61525.81,July,3,19,29,Friday,4,Weekday,2024-2025
2024-07-20,7,2024,430.637,57542.05,July,3,20,29,Saturday,5,Weekend,2024-2025
2024-07-21,7,2024,446.379,48180.54,July,3,21,29,Sunday,6,Weekend,2024-2025
2024-07-22,7,2024,451.969,64897.57,July,3,22,30,Monday,0,Weekday,2024-2025
2024-07-23,7,2024,450.455,64321.06,July,3,23,30,Tuesday,1,Weekday,2024-2025
2024-07-24,7,2024,447.288,61048.58,July,3,24,30,Wednesday,2,Weekday,2024-2025
2024-07-25,7,2024,445.323,61610.72,July,3,25,30,Thursday,3,Weekday,2024-2025
2024-07-26,7,2024,455.681,59531.17,July,3,26,30,Friday,4,Weekday,2024-2025
2024-07-27,7,2024,457.274,55364.35,July,3,27,30,Saturday,5,Weekend,2024-2025
2024-07-28,7,2024,451.745,45136.0,July,3,28,30,Sunday,6,Weekend,2024-2025
2024-07-29,7,2024,441.718,62312.64,July,3,29,31,Monday,0,Weekday,2024-2025
2024-07-30,7,2024,446.218,63738.25,July,3,30,31,Tuesday,1,Weekday,2024-2025
2024-07-31,7,2024,459.971,77902.69,July,3,31,31,Wednesday,2,Weekday,2024-2025
2024-08-01,8,2024,492.745,86207.47,August,3,1,31,Thursday,3,Weekday,2024-2025
2024-08-02,8,2024,503.524,80650.53,August,3,2,31,Friday,4,Weekday,2024-2025
2024-08-03,8,2024,498.534,74840.21,August,3,3,31,Saturday,5,Weekend,2024-2025
2024-08-04,8,2024,494.13,60733.24,August,3,4,31,Sunday,6,Weekend,2024-2025
2024-08-05,8,2024,502.981,87105.05,August,3,5,32,Monday,0,Weekday,2024-2025
2024-08-06,8,2024,484.679,75775.76,August,3,6,32,Tuesday,1,Weekday,2024-2025
2024-08-07,8,2024,494.562,75924.48,August,3,7,32,Wednesday,2,Weekday,2024-2025
2024-08-08,8,2024,499.049,74517.12,August,3,8,32,Thursday,3,Weekday,2024-2025
2024-08-09,8,2024,499.9,71679.83,August,3,9,32,Friday,4,Weekday,2024-2025
2024-08-10,8,2024,501.896,68937.11,August,3,10,32,Saturday,5,Weekend,2024-2025
2024-08-11,8,2024,484.205,53711.43,August,3,11,32,Sunday,6,Weekend,2024-2025
2024-08-12,8,2024,494.814,73511.02,August,3,12,33,Monday,0,Weekday,2024-2025
2024-08-13,8,2024,493.853,69591.51,August,3,13,33,Tuesday,1,Weekday,2024-2025
2024-08-14,8,2024,508.969,70932.79,August,3,14,33,Wednesday,2,Weekday,2024-2025
2024-08-15,8,2024,479.604,53740.39,August,3,15,33,Thursday,3,Weekday,2024-2025
2024-08-16,8,2024,483.559,62853.27,August,3,16,33,Friday,4,Weekday,2024-2025
2024-08-17,8,2024,489.283,64285.9,August,3,17,33,Saturday,5,Weekend,2024-2025
2024-08-18,8,2024,497.586,52964.5,August,3,18,33,Sunday,6,Weekend,2024-2025
2024-08-19,8,2024,479.509,57096.04,August,3,19,34,Monday,0,Weekday,2024-2025
2024-08-20,8,2024,456.758,63752.32,August,3,20,34,Tuesday,1,Weekday,2024-2025
2024-08-21,8,2024,465.506,63404.65,August,3,21,34,Wednesday,2,Weekday,2024-2025
2024-08-22,8,2024,465.004,61990.5,August,3,22,34,Thursday,3,Weekday,2024-2025
2024-08-23,8,2024,461.579,60477.73,August,3,23,34,Friday,4,Weekday,2024-2025
2024-08-24,8,2024,457.826,56689.96,August,3,24,34,Saturday,5,Weekend,2024-2025
2024-08-25,8,2024,461.072,47468.27,August,3,25,34,Sunday,6,Weekend,2024-2025
2024-08-26,8,2024,460.523,56543.09,August,3,26,35,Monday,0,Weekday,2024-2025
2024-08-27,8,2024,452.145,60871.56,August,3,27,35,Tuesday,1,Weekday,2024-2025
2024-08-28,8,2024,463.685,62645.47,August,3,28,35,Wednesday,2,Weekday,2024-2025
2024-08-29,8,2024,462.193,64211.45,August,3,29,35,Thursday,3,Weekday,2024-2025
2024-08-30,8,2024,477.708,71082.16,August,3,30,35,Friday,4,Weekday,2024-2025
2024-08-31,8,2024,495.666,76540.76,August,3,31,35,Saturday,5,Weekend,2024-2025
2024-09-01,9,2024,511.421,69073.83,September,3,1,35,Sunday,6,Weekend,2024-2025
2024-09-02,9,2024,511.179,86274.07,September,3,2,36,Monday,0,Weekday,2024-2025
2024-09-03,9,2024,515.892,81437.03,September,3,3,36,Tuesday,1,Weekday,2024-2025
2024-09-04,9,2024,527.683,83685.23,September,3,4,36,Wednesday,2,Weekday,2024-2025
2024-09-05,9,2024,527.553,80797.4,September,3,5,36,Thursday,3,Weekday,2024-2025
2024-09-06,9,2024,530.697,77713.57,September,3,6,36,Friday,4,Weekday,2024-2025
2024-09-07,9,2024,502.866,65498.43,September,3,7,36,Saturday,5,Weekend,2024-2025
2024-09-08,9,2024,491.562,56165.45,September,3,8,36,Sunday,6,Weekend,2024-2025
2024-09-09,9,2024,508.425,79490.57,September,3,9,37,Monday,0,Weekday,2024-2025
2024-09-10,9,2024,511.45,78254.62,September,3,10,37,Tuesday,1,Weekday,2024-2025
2024-09-11,9,2024,514.597,75806.41,September,3,11,37,Wednesday,2,Weekday,2024-2025
2024-09-12,9,2024,498.813,70296.67,September,3,12,37,Thursday,3,Weekday,2024-2025
2024-09-13,9,2024,507.92,70079.7,September,3,13,37,Friday,4,Weekday,2024-2025
2024-09-14,9,2024,509.663,65219.02,September,3,14,37,Saturday,5,Weekend,2024-2025
2024-09-15,9,2024,494.603,53280.38,September,3,15,37,Sunday,6,Weekend,2024-2025
2024-09-16,9,2024,492.331,63984.34,September,3,16,38,Monday,0,Weekday,2024-2025
2024-09-17,9,2024,468.913,59687.43,September,3,17,38,Tuesday,1,Weekday,2024-2025
2024-09-18,9,2024,499.137,66289.32,September,3,18,38,Wednesday,2,Weekday,2024-2025
2024-09-19,9,2024,500.681,68177.63,September,3,19,38,Thursday,3,Weekday,2024-2025
2024-09-20,9,2024,500.27,65412.69,September,3,20,38,Friday,4,Weekday,2024-2025
2024-09-21,9,2024,495.098,63704.4,September,3,21,38,Saturday,5,Weekend,2024-2025
2024-09-22,9,2024,490.515,50664.47,September,3,22,38,Sunday,6,Weekend,2024-2025
2024-09-23,9,2024,488.796,66590.44,September,3,23,39,Monday,0,Weekday,2024-2025
2024-09-24,9,2024,482.449,63656.76,September,3,24,39,Tuesday,1,Weekday,2024-2025
2024-09-25,9,2024,481.232,66166.94,September,3,25,39,Wednesday,2,Weekday,2024-2025
2024-09-26,9,2024,480.461,66459.08,September,3,26,39,Thursday,3,Weekday,2024-2025
2024-09-27,9,2024,493.888,66716.07,September,3,27,39,Friday,4,Weekday,2024-2025
2024-09-28,9,2024,495.668,61976.27,September,3,28,39,Saturday,5,Weekend,2024-2025
2024-09-29,9,2024,477.376,50108.87,September,3,29,39,Sunday,6,Weekend,2024-2025
2024-09-30,9,2024,530.608,91327.62,September,3,30,40,Monday,0,Weekday,2024-2025
2024-10-01,10,2024,546.534,92658.75,October,4,1,40,Tuesday,1,Weekday,2024-2025
2024-10-02,10,2024,544.742,77705.0,October,4,2,40,Wednesday,2,Weekday,2024-2025
2024-10-03,10,2024,548.269,88839.15,October,4,3,40,Thursday,3,Weekday,2024-2025
2024-10-04,10,2024,544.827,86830.46,October,4,4,40,Friday,4,Weekday,2024-2025
2024-10-05,10,2024,547.327,84513.18,October,4,5,40,Saturday,5,Weekend,2024-2025
2024-10-06,10,2024,535.765,66431.56,October,4,6,40,Sunday,6,Weekend,2024-2025
2024-10-07,10,2024,550.749,92458.79,October,4,7,41,Monday,0,Weekday,2024-2025
2024-10-08,10,2024,551.062,85158.96,October,4,8,41,Tuesday,1,Weekday,2024-2025
2024-10-09,10,2024,559.886,85547.24,October,4,9,41,Wednesday,2,Weekday,2024-2025
2024-10-10,10,2024,558.933,82983.3,October,4,10,41,Thursday,3,Weekday,2024-2025
2024-10-11,10,2024,535.589,69918.71,October,4,11,41,Friday,4,Weekday,2024-2025
2024-10-12,10,2024,516.794,56546.43,October,4,12,41,Saturday,5,Weekend,2024-2025
2024-10-13,10,2024,506.884,53064.06,October,4,13,41,Sunday,6,Weekend,2024-2025
2024-10-14,10,2024,516.222,75016.77,October,4,14,42,Monday,0,Weekday,2024-2025
2024-10-15,10,2024,506.763,73329.45,October,4,15,42,Tuesday,1,Weekday,2024-2025
2024-10-16,10,2024,520.253,72971.45,October,4,16,42,Wednesday,2,Weekday,2024-2025
2024-10-17,10,2024,515.711,70391.28,October,4,17,42,Thursday,3,Weekday,2024-2025
2024-10-18,10,2024,521.461,68930.91,October,4,18,42,Friday,4,Weekday,2024-2025
2024-10-19,10,2024,526.223,70977.77,October,4,19,42,Saturday,5,Weekend,2024-2025
2024-10-20,10,2024,528.99,57448.79,October,4,20,42,Sunday,6,Weekend,2024-2025
2024-10-21,10,2024,510.034,73501.45,October,4,21,43,Monday,0,Weekday,2024-2025
2024-10-22,10,2024,510.526,72169.83,October,4,22,43,Tuesday,1,Weekday,2024-2025
2024-10-23,10,2024,519.753,72706.64,October,4,23,43,Wednesday,2,Weekday,2024-2025
2024-10-24,10,2024,510.426,69192.29,October,4,24,43,Thursday,3,Weekday,2024-2025
2024-10-25,10,2024,517.906,74389.67,October,4,25,43,Friday,4,Weekday,2024-2025
2024-10-26,10,2024,525.097,68761.95,October,4,26,43,Saturday,5,Weekend,2024-2025
2024-10-27,10,2024,519.799,57620.64,October,4,27,43,Sunday,6,Weekend,2024-2025
2024-10-28,10,2024,532.586,82704.73,October,4,28,44,Monday,0,Weekday,2024-2025
2024-10-29,10,2024,565.274,87452.79,October,4,29,44,Tuesday,1,Weekday,2024-2025
2024-10-30,10,2024,546.463,94276.43,October,4,30,44,Wednesday,2,Weekday,2024-2025
2024-10-31,10,2024,644.118,85323.03,October,4,31,44,Thursday,3,Weekday,2024-2025
2024-11-01,11,2024,517.579,74047.52,November,4,1,44,Friday,4,Weekday,2024-2025
2024-11-02,11,2024,521.782,75055.57,November,4,2,44,Saturday,5,Weekend,2024-2025
2024-11-03,11,2024,504.798,63120.41,November,4,3,44,Sunday,6,Weekend,2024-2025
2024-11-04,11,2024,526.556,89858.79,November,4,4,45,Monday,0,Weekday,2024-2025
2024-11-05,11,2024,528.091,85256.12,November,4,5,45,Tuesday,1,Weekday,2024-2025
2024-11-06,11,2024,529.449,81865.72,November,4,6,45,Wednesday,2,Weekday,2024-2025
2024-11-07,11,2024,521.297,77688.12,November,4,7,45,Thursday,3,Weekday,2024-2025
2024-11-08,11,2024,521.796,74332.91,November,4,8,45,Friday,4,Weekday,2024-2025
2024-11-09,11,2024,531.183,73528.63,November,4,9,45,Saturday,5,Weekend,2024-2025
2024-11-10,11,2024,530.802,62533.33,November,4,10,45,Sunday,6,Weekend,2024-2025
2024-11-11,11,2024,534.55,82436.94,November,4,11,46,Monday,0,Weekday,2024-2025
2024-11-12,11,2024,526.088,77463.41,November,4,12,46,Tuesday,1,Weekday,2024-2025
2024-11-13,11,2024,528.516,75100.7,November,4,13,46,Wednesday,2,Weekday,2024-2025
2024-11-14,11,2024,522.687,73219.2,November,4,14,46,Thursday,3,Weekday,2024-2025
2024-11-15,11,2024,503.281,63789.6,November,4,15,46,Friday,4,Weekday,2024-2025
2024-11-16,11,2024,525.889,69831.22,November,4,16,46,Saturday,5,Weekend,2024-2025
2024-11-17,11,2024,509.852,54171.35,November,4,17,46,Sunday,6,Weekend,2024-2025
2024-11-18,11,2024,509.488,70983.16,November,4,18,47,Monday,0,Weekday,2024-2025
2024-11-19,11,2024,502.708,69585.3,November,4,19,47,Tuesday,1,Weekday,2024-2025
2024-11-20,11,2024,505.732,67834.29,November,4,20,47,Wednesday,2,Weekday,2024-2025
2024-11-21,11,2024,508.623,70642.19,November,4,21,47,Thursday,3,Weekday,2024-2025
2024-11-22,11,2024,510.201,66901.25,November,4,22,47,Friday,4,Weekday,2024-2025
2024-11-23,11,2024,499.183,60675.87,November,4,23,47,Saturday,5,Weekend,2024-2025
2024-11-24,11,2024,500.579,51421.51,November,4,24,47,Sunday,6,Weekend,2024-2025
2024-11-25,11,2024,502.161,71726.73,November,4,25,48,Monday,0,Weekday,2024-2025
2024-11-26,11,2024,495.267,70195.84,November,4,26,48,Tuesday,1,Weekday,2024-2025
2024-11-27,11,2024,503.854,68595.69,November,4,27,48,Wednesday,2,Weekday,2024-2025
2024-11-28,11,2024,504.93500000000006,71091.2,November,4,28,48,Thursday,3,Weekday,2024-2025
2024-11-29,11,2024,519.923,77537.16,November,4,29,48,Friday,4,Weekday,2024-2025
2024-11-30,11,2024,535.171,84697.68,November,4,30,48,Saturday,5,Weekend,2024-2025
2024-12-01,12,2024,550.449,75107.21,December,4,1,48,Sunday,6,Weekend,2024-2025
2024-12-02,12,2024,560.505,95915.61,December,4,2,49,Monday,0,Weekday,2024-2025
2024-12-03,12,2024,555.385,89993.99,December,4,3,49,Tuesday,1,Weekday,2024-2025
2024-12-04,12,2024,561.983,90193.49,December,4,4,49,Wednesday,2,Weekday,2024-2025
2024-12-05,12,2024,556.269,86499.53,December,4,5,49,Thursday,3,Weekday,2024-2025
2024-12-06,12,2024,548.022,79287.54,December,4,6,49,Friday,4,Weekday,2024-2025
2024-12-07,12,2024,557.786,79101.01,December,4,7,49,Saturday,5,Weekend,2024-2025
2024-12-08,12,2024,549.659,64347.24,December,4,8,49,Sunday,6,Weekend,2024-2025
2024-12-09,12,2024,546.605,86326.84,December,4,9,50,Monday,0,Weekday,2024-2025
2024-12-10,12,2024,551.379,84053.0,December,4,10,50,Tuesday,1,Weekday,2024-2025
2024-12-11,12,2024,550.5840000000001,80326.73,December,4,11,50,Wednesday,2,Weekday,2024-2025
2024-12-12,12,2024,533.341,76196.74,December,4,12,50,Thursday,3,Weekday,2024-2025
2024-12-13,12,2024,541.165,74454.16,December,4,13,50,Friday,4,Weekday,2024-2025
2024-12-14,12,2024,538.8810000000001,68218.53,December,4,14,50,Saturday,5,Weekend,2024-2025
2024-12-15,12,2024,535.774,57635.58,December,4,15,50,Sunday,6,Weekend,2024-2025
2024-12-16,12,2024,537.8439999999999,76984.49,December,4,16,51,Monday,0,Weekday,2024-2025
2024-12-17,12,2024,537.201,77394.28,December,4,17,51,Tuesday,1,Weekday,2024-2025
2024-12-18,12,2024,534.222,73236.05,December,4,18,51,Wednesday,2,Weekday,2024-2025
2024-12-19,12,2024,535.4300000000001,74296.62,December,4,19,51,Thursday,3,Weekday,2024-2025
2024-12-20,12,2024,535.275,73223.48,December,4,20,51,Friday,4,Weekday,2024-2025
2024-12-21,12,2024,537.954,68924.5,December,4,21,51,Saturday,5,Weekend,2024-2025
2024-12-22,12,2024,528.5350000000001,54933.41,December,4,22,51,Sunday,6,Weekend,2024-2025
2024-12-23,12,2024,528.2189999999999,75243.27,December,4,23,52,Monday,0,Weekday,2024-2025
2024-12-24,12,2024,526.966,71475.66,December,4,24,52,Tuesday,1,Weekday,2024-2025
2024-12-25,12,2024,517.429,61906.4,December,4,25,52,Wednesday,2,Weekday,2024-2025
2024-12-26,12,2024,518.396,71169.36,December,4,26,52,Thursday,3,Weekday,2024-2025
2024-12-27,12,2024,508.57700000000006,68528.35,December,4,27,52,Friday,4,Weekday,2024-2025
2024-12-28,12,2024,514.914,64526.76,December,4,28,52,Saturday,5,Weekend,2024-2025
2024-12-29,12,2024,511.226,53660.5,December,4,29,52,Sunday,6,Weekend,2024-2025
2024-12-30,12,2024,525.29,78391.76,December,4,30,1,Monday,0,Weekday,2024-2025
2024-12-31,12,2024,594.7439999999999,93147.85,December,4,31,1,Tuesday,1,Weekday,2024-2025
2025-01-01,1,2025,568.43,81015.79,January,1,1,1,Wednesday,2,Weekday,2024-2025
2025-01-02,1,2025,565.22,94429.32,January,1,2,1,Thursday,3,Weekday,2024-2025
2025-01-03,1,2025,559.45,86371.9,January,1,3,1,Friday,4,Weekday,2024-2025
2025-01-04,1,2025,562.35,87686.56,January,1,4,1,Saturday,5,Weekend,2024-2025
2025-01-05,1,2025,557.0,70700.73,January,1,5,1,Sunday,6,Weekend,2024-2025
2025-01-06,1,2025,559.641,92101.54,January,1,6,2,Monday,0,Weekday,2024-2025
2025-01-07,1,2025,558.326,86148.85,January,1,7,2,Tuesday,1,Weekday,2024-2025
2025-01-08,1,2025,572.9689999999999,86474.61,January,1,8,2,Wednesday,2,Weekday,2024-2025
2025-01-09,1,2025,568.1220000000001,85038.14,January,1,9,2,Thursday,3,Weekday,2024-2025
2025-01-10,1,2025,578.76,86039.63,January,1,10,2,Friday,4,Weekday,2024-2025
2025-01-11,1,2025,568.268,76848.16,January,1,11,2,Saturday,5,Weekend,2024-2025
2025-01-12,1,2025,567.088,63403.0,January,1,12,2,Sunday,6,Weekend,2024-2025
2025-01-13,1,2025,555.674,78541.07,January,1,13,3,Monday,0,Weekday,2024-2025
2025-01-14,1,2025,522.6890000000001,66339.87,January,1,14,3,Tuesday,1,Weekday,2024-2025
2025-01-15,1,2025,533.538,72564.96,January,1,15,3,Wednesday,2,Weekday,2024-2025
2025-01-16,1,2025,533.0989999999999,71787.04,January,1,16,3,Thursday,3,Weekday,2024-2025
2025-01-17,1,2025,537.403,71032.39,January,1,17,3,Friday,4,Weekday,2024-2025
2025-01-18,1,2025,539.177,68860.95,January,1,18,3,Saturday,5,Weekend,2024-2025
2025-01-19,1,2025,530.65,56364.25,January,1,19,3,Sunday,6,Weekend,2024-2025
2025-01-20,1,2025,543.644,78187.93,January,1,20,4,Monday,0,Weekday,2024-2025
2025-01-21,1,2025,530.828,72609.39,January,1,21,4,Tuesday,1,Weekday,2024-2025
2025-01-22,1,2025,541.529,72846.1,January,1,22,4,Wednesday,2,Weekday,2024-2025
2025-01-23,1,2025,526.829,69306.15,January,1,23,4,Thursday,3,Weekday,2024-2025
2025-01-24,1,2025,536.716,69561.04,January,1,24,4,Friday,4,Weekday,2024-2025
2025-01-25,1,2025,553.017,67121.44,January,1,25,4,Saturday,5,Weekend,2024-2025
2025-01-26,1,2025,517.303,51023.09,January,1,26,4,Sunday,6,Weekend,2024-2025
2025-01-27,1,2025,534.675,74950.26,January,1,27,5,Monday,0,Weekday,2024-2025
2025-01-28,1,2025,532.798,72270.63,January,1,28,5,Tuesday,1,Weekday,2024-2025
2025-01-29,1,2025,532.746,70929.65,January,1,29,5,Wednesday,2,Weekday,2024-2025
2025-01-30,1,2025,535.941,76012.84,January,1,30,5,Thursday,3,Weekday,2024-2025
2025-01-31,1,2025,572.1279999999999,91469.83,January,1,31,5,Friday,4,Weekday,2024-2025
2025-02-01,2,2025,604.754,99835.69,February,1,1,5,Saturday,5,Weekend,2024-2025
2025-02-02,2,2025,591.604,75620.6,February,1,2,5,Sunday,6,Weekend,2024-2025
2025-02-03,2,2025,582.391,93245.74,February,1,3,6,Monday,0,Weekday,2024-2025
2025-02-04,2,2025,576.418,91126.6,February,1,4,6,Tuesday,1,Weekday,2024-2025
2025-02-05,2,2025,585.6800000000001,89847.56,February,1,5,6,Wednesday,2,Weekday,2024-2025
2025-02-06,2,2025,579.3199999999999,85577.46,February,1,6,6,Thursday,3,Weekday,2024-2025
2025-02-07,2,2025,582.164,83661.64,February,1,7,6,Friday,4,Weekday,2024-2025
2025-02-08,2,2025,584.837,78394.48,February,1,8,6,Saturday,5,Weekend,2024-2025
2025-02-09,2,2025,584.6949999999999,67170.58,February,1,9,6,Sunday,6,Weekend,2024-2025
2025-02-10,2,2025,592.816,92183.3,February,1,10,7,Monday,0,Weekday,2024-2025
2025-02-11,2,2025,581.057,85320.26,February,1,11,7,Tuesday,1,Weekday,2024-2025
2025-02-12,2,2025,589.427,82436.06,February,1,12,7,Wednesday,2,Weekday,2024-2025
2025-02-13,2,2025,574.283,77947.95,February,1,13,7,Thursday,3,Weekday,2024-2025
2025-02-14,2,2025,587.238,77266.11,February,1,14,7,Friday,4,Weekday,2024-2025
2025-02-15,2,2025,571.054,76162.54,February,1,15,7,Saturday,5,Weekend,2024-2025
2025-02-16,2,2025,553.048,59017.87,February,1,16,7,Sunday,6,Weekend,2024-2025
2025-02-17,2,2025,562.4300000000001,77737.39,February,1,17,8,Monday,0,Weekday,2024-2025
2025-02-18,2,2025,557.115,73824.81,February,1,18,8,Tuesday,1,Weekday,2024-2025
2025-02-19,2,2025,564.758,73200.56,February,1,19,8,Wednesday,2,Weekday,2024-2025
2025-02-20,2,2025,562.1189999999999,74075.68,February,1,20,8,Thursday,3,Weekday,2024-2025
2025-02-21,2,2025,564.77,71739.87,February,1,21,8,Friday,4,Weekday,2024-2025
2025-02-22,2,2025,565.472,67795.92,February,1,22,8,Saturday,5,Weekend,2024-2025
2025-02-23,2,2025,560.54,54660.38,February,1,23,8,Sunday,6,Weekend,2024-2025
2025-02-24,2,2025,563.482,75820.65,February,1,24,9,Monday,0,Weekday,2024-2025
2025-02-25,2,2025,576.501,76593.92,February,1,25,9,Tuesday,1,Weekday,2024-2025
